103,444,900,16,27
104,538,45,25,14
105,90,423,15,10
106,425,822,26,19
107,968,167,20,21
108,721,420,25,12
109,516,30,27,29
110,316,565,11,13
111,379,278,26,16
112,940,770,13,24
113,429,913,16,18
114,278,174,25,20
115,659,232,22,16
116,482,36,20,10
117,162,410,19,11
118,160,949,21,27
119,48,268,15,17
120,50,512,12,27
121,215,330,26,12
122,504,400,28,28
123,129,529,21,18
124,160,370,26,19
125,955,275,21,29
126,576,320,13,28
127,492,955,24,29
128,111,918,24,17
129,654,910,13,10
130,390,607,21,23
131,498,581,16,21
132,1,126,20,24
133,108,809,4,3
134,600,572,13,29
135,67,717,21,27
136,387,392,21,15
137,510,44,10,15
138,940,137,10,26
139,375,506,18,10
140,825,669,18,10
141,528,338,24,13
142,657,492,20,28
143,659,677,3,6
144,885,878,16,24
145,310,214,26,27
146,947,823,13,17
147,10,222,18,26
148,56,575,24,16
149,646,914,16,20
150,313,512,18,16
151,321,622,24,17
152,937,195,21,14
153,386,23,18,26
154,922,148,18,29
155,126,45,20,27
156,590,14,13,11
157,538,739,22,18
158,497,171,24,21
159,824,484,12,21
160,329,843,23,28
161,163,179,22,18
162,160,98,18,22
163,664,1,24,17
164,414,502,21,12
165,15,792,11,20
166,454,169,12,27
167,260,924,24,14
168,565,223,13,15
169,247,165,20,13
170,72,41,23,26
171,640,265,28,24
172,150,867,28,18
173,478,577,21,29
174,654,695,13,25
175,426,674,23,17
176,664,290,19,5
177,427,509,10,14
178,349,382,21,21
179,416,582,17,25
180,340,270,22,10
181,835,750,15,12
182,944,548,11,22
183,590,509,17,11
184,378,224,13,15
185,682,283,28,19
186,607,82,26,15
187,604,468,28,15
188,719,127,29,28
189,319,15,22,26
190,119,285,13,14
191,235,512,26,24
192,191,473,11,20
193,0,840,10,27
194,617,528,21,16
195,206,474,24,11
196,285,197,20,19
197,347,352,15,22
198,412,735,26,20
199,372,931,23,15
200,461,497,13,28
201,689,943,28,12
202,621,93,26,25
203,897,795,12,13
204,652,648,11,21
205,259,367,11,26
206,43,187,26,22
207,170,194,27,29
208,539,760,22,22
209,404,291,20,29
210,782,419,25,27
211,613,61,3,10
212,821,325,16,21
213,65,689,12,11
214,303,270,24,24
215,836,463,17,17
216,1,643,23,15
217,953,540,13,28
218,140,530,28,27
219,625,447,12,13
220,492,638,26,21
221,156,711,10,12
222,35,699,17,27
223,301,187,14,24
224,805,618,23,11
225,550,881,11,21
226,209,536,24,20
227,181,331,14,26
228,849,922,15,19
229,100,832,12,18
230,224,410,6,6
231,437,952,17,25
232,299,494,16,22
233,37,9,14,19
234,177,563,22,18
235,152,230,17,11
236,18,250,16,28
237,759,373,28,24
238,202,724,24,18
239,291,769,10,12
240,816,908,27,21
241,228,198,11,18
242,164,233,27,11
243,957,624,27,24
244,840,726,29,24
245,4,797,24,12
246,172,879,15,17
247,972,905,14,27
248,674,845,10,15
249,846,573,21,21
250,806,277,20,29
251,812,900,22,12
252,147,361,24,20
253,865,723,18,18
254,416,125,21,22
255,899,831,13,18
256,570,189,20,21
257,302,498,15,28
258,360,65,15,14
259,178,394,18,25
260,543,744,13,24
261,746,590,23,12
262,803,586,26,26
263,381,559,26,14
264,513,391,14,19
265,647,20,17,21
266,611,53,11,26
267,60,387,22,21
268,118,142,19,11
269,550,816,25,19
270,249,538,24,29
271,423,966,20,13
272,921,676,20,12
273,238,145,14,12
274,278,650,24,24
275,629,561,23,15
276,98,784,11,12
277,281,169,18,29
278,929,427,29,19
279,164,384,20,12
280,145,46,28,26
281,717,115,20,11
282,929,798,25,11
283,275,457,21,12
284,898,437,16,17
285,466,643,20,16
286,744,930,22,11
287,857,719,26,20
288,860,527,17,21
289,212,530,18,27
290,328,630,25,10
291,476,7,23,29
292,787,796,22,12
293,18,243,26,10
294,389,25,21,15
295,687,942,25,10
296,380,626,13,11
297,357,559,15,29
298,1,849,25,14
299,457,819,13,21
300,719,52,20,25
301,895,473,10,22
302,301,196,11,15
303,432,392,25,22
304,591,11,25,25
305,101,628,29,14
306,322,860,10,10
307,300,754,5,5
308,437,297,29,21
309,451,518,24,16
310,649,518,22,15
311,558,368,27,20
312,432,928,17,25
313,784,483,22,23
314,316,351,23,21
315,10,374,20,20
316,321,278,22,10
317,524,808,21,17
318,389,977,15,10
319,102,804,20,19
320,17,868,19,15
321,303,198,16,11
322,872,72,20,10
323,331,126,21,27
324,137,462,19,23
325,170,318,21,29
326,268,836,19,10
327,390,961,13,23
328,161,296,10,29
329,204,722,18,20
330,249,689,11,11
331,912,153,20,29
332,66,730,10,15
333,87,63,29,14
334,745,390,19,20
335,105,304,14,12
336,833,313,29,12
337,451,852,27,17
338,0,640,25,14
339,204,256,21,13
340,663,493,15,18
341,35,222,22,26
342,326,17,21,14
343,670,801,18,11
344,902,248,12,21
345,730,584,19,13
346,387,214,20,25
347,298,933,25,12
348,242,815,19,21
349,62,556,27,28
350,652,594,20,10
351,250,564,25,28
352,206,348,24,14
353,232,167,21,11
354,478,282,26,13
355,268,556,18,13
356,656,673,11,21
357,631,753,23,29
358,311,276,12,27
359,899,131,23,11
360,940,134,26,28
361,345,407,20,16
362,816,301,19,12
363,844,773,17,23
364,850,494,15,28
365,967,366,17,19
366,549,894,11,10
367,318,398,28,21
368,9,394,24,15
369,725,304,11,27
370,829,266,13,12
371,880,136,25,21
372,166,871,19,10
373,210,229,14,18
374,351,364,17,13
375,182,37,23,21
376,675,798,12,14
377,809,180,16,19
378,488,465,15,10
379,452,314,29,24
380,501,528,20,23
381,299,752,13,15
382,783,579,22,22
383,579,641,12,23
384,904,948,17,16
385,812,580,10,27
386,117,929,11,14
387,129,127,28,20
388,714,740,25,22
389,732,307,26,11
390,885,415,15,18
391,45,406,28,13
392,356,360,29,26
393,630,285,20,28
394,854,831,14,19
395,451,819,26,24
396,424,435,22,24
397,243,682,20,13
398,284,466,22,16
399,605,25,25,11
400,959,643,24,12
401,140,504,23,17
402,6,234,16,25
403,872,805,14,13
404,466,632,14,19
405,944,484,17,16
406,619,507,10,27
407,8,551,28,26
408,435,931,8,10
409,901,123,21,25
410,55,375,10,19
411,424,921,10,11
412,822,618,28,17
413,823,948,15,25
414,580,893,6,18
415,597,892,14,26
416,615,582,27,24
417,52,916,20,11
418,679,329,22,14
419,32,136,20,12
420,921,367,27,21
421,292,100,23,11
422,508,353,13,13
423,376,31,24,11
424,718,390,26,24
425,429,526,26,26
426,406,540,17,19
427,144,36,22,25
428,218,974,18,24
429,742,592,12,22
430,934,39,15,10
431,638,445,21,14
432,944,193,24,23
433,825,961,17,22
434,235,427,23,14
435,661,461,29,26
436,715,33,29,11
437,728,939,21,10
438,312,498,27,28
439,224,517,24,21
440,670,307,22,16
441,194,703,15,14
442,117,957,17,20
443,884,102,20,12
444,438,183,18,17
445,178,907,28,23
446,235,694,14,28
447,61,245,25,12
448,289,54,15,23
449,373,310,17,13
450,425,313,28,15
451,298,750,11,14
452,916,779,27,28
453,373,824,17,24
454,503,926,16,16
455,549,166,18,28
456,723,366,14,20
457,904,798,18,10
458,177,165,13,24
459,353,128,12,29
460,289,714,14,21
461,471,276,17,23
462,812,660,14,26
463,239,890,10,21
464,89,374,24,12
465,128,566,11,19
466,454,272,12,11
467,736,285,29,28
468,27,621,20,21
469,194,257,26,17
470,305,347,25,16
471,602,684,21,15
472,182,38,28,29
473,540,792,22,28
474,313,867,23,10
475,163,692,16,23
476,348,949,25,10
477,890,473,18,21
478,35,904,24,15
479,861,310,19,11
480,24,242,17,29
481,314,433,28,14
482,498,914,10,29
483,556,58,15,22
484,960,92,11,29
485,375,7,27,16
486,871,553,20,28
487,289,167,11,24
488,312,699,10,29
489,584,487,16,23
490,299,574,21,19
491,354,616,17,25
492,675,516,11,5
493,847,671,11,18
494,960,161,28,29
495,910,246,19,14
496,448,818,13,20
497,288,167,16,25
498,845,436,18,18
499,197,351,13,18
500,882,410,13,16
501,372,301,25,28
502,423,927,21,10
503,423,447,17,24
504,797,895,20,20
505,769,136,22,10
506,811,269,20,26
507,837,983,19,12
508,571,121,12,23
509,904,472,13,11
510,610,565,20,10
511,335,464,23,14
512,550,206,22,16
513,452,845,23,20
514,410,945,18,16
515,943,804,19,28
516,14,472,26,21
517,12,983,16,13
518,110,757,28,19
519,373,292,24,22
520,886,833,26,25
521,980,663,13,19
522,847,842,29,14
523,803,520,11,26
524,510,276,15,15
525,542,50,28,26
526,830,313,10,28
527,941,514,13,20
528,269,385,11,20
529,841,752,28,26
530,650,602,23,21
531,536,201,24,13
532,591,62,18,20
533,975,955,20,23
534,675,8,18,17
535,165,431,27,16
536,621,191,18,17
537,876,259,24,23
538,194,571,24,15
539,821,913,24,29
540,538,203,11,8
541,479,960,21,17
542,488,598,15,13
543,234,408,21,15
544,114,229,24,12
545,903,17,13,12
546,360,877,11,16
547,327,146,11,27
548,904,439,11,25
549,38,180,16,27
550,495,591,26,12
551,376,26,29,14
552,111,325,12,16
553,303,638,27,17
554,755,890,17,11
555,883,909,11,16
556,897,264,10,17
557,766,888,22,15
558,217,394,19,28
559,55,747,11,25
560,753,381,19,24
561,584,647,23,19
562,922,745,21,29
563,902,319,24,11
564,369,320,13,19
565,373,371,12,16
566,547,442,16,28
567,579,496,27,23
568,494,917,17,17
569,323,377,20,16
570,887,666,24,25
571,394,268,23,26
572,255,113,17,28
573,838,788,19,14
574,933,145,14,16
575,159,468,26,19
576,434,179,12,19
577,44,472,27,17
578,774,563,24,27
579,35,693,28,14
580,411,667,21,10
581,524,732,23,12
582,451,173,25,12
583,946,642,17,20
584,8,345,25,29
585,901,143,29,12
586,202,840,14,10
587,631,970,21,17
588,885,685,14,12
589,410,522,24,27
590,58,517,25,28
591,85,1,22,20
592,465,913,29,22
593,807,498,11,29
594,194,208,14,18
595,666,835,16,22
596,971,649,13,18
597,428,231,22,22
598,575,667,18,27
599,192,265,18,15
600,297,387,22,24
601,500,185,14,17
602,440,937,20,25
603,636,565,10,4
604,356,290,20,11
605,246,887,19,12
606,835,307,18,21
607,624,431,17,26
608,325,620,25,14
609,266,631,27,10
610,195,601,13,24
611,762,406,6,17
612,431,949,18,14
613,267,555,24,19
614,856,787,28,13
615,175,191,20,12
616,598,7,21,26
617,183,435,12,17
618,419,542,17,20
619,343,124,15,15
620,345,402,17,26
621,70,64,12,13
622,911,723,3,4
623,593,56,13,12
624,474,928,18,26
625,195,612,14,27
626,200,249,22,17
627,515,717,13,29
628,324,342,12,18
629,252,509,24,19
630,796,789,11,12
631,270,579,15,14
632,913,817,16,17
633,235,326,27,21
634,199,656,17,20
635,11,538,16,18
636,40,630,15,21
637,918,819,6,12
638,319,952,18,13
639,552,558,24,29
640,129,817,28,22
641,443,428,11,13
642,86,281,14,10
643,944,86,14,25
644,309,583,21,25
645,423,433,27,12
646,10,196,10,17
647,385,878,10,24
648,578,890,14,26
649,817,478,13,11
650,936,254,23,14
651,964,466,24,17
652,191,477,26,12
653,92,730,23,20
654,318,840,22,17
655,975,277,25,18
656,680,62,14,28
657,752,146,27,27
658,529,411,20,19
659,205,785,12,14
660,551,562,28,15
661,302,190,29,13
662,237,421,27,11
663,117,845,22,11
664,911,851,12,22
665,571,142,15,12
666,708,389,22,18
667,711,310,20,23
668,795,289,13,27
669,236,712,16,27
670,566,343,10,15
671,469,818,27,27
672,84,914,21,16
673,47,621,10,19
674,891,103,10,29
675,638,296,15,18
676,354,415,29,27
677,269,519,14,15
678,735,337,24,19
679,365,980,17,16
680,545,35,20,11
681,968,640,22,23
682,202,660,7,12
683,502,189,22,20
684,196,797,20,16
685,741,103,27,12
686,353,671,11,23
687,962,626,27,26
688,406,831,20,28
689,927,860,26,15
690,550,880,26,11
691,104,503,18,27
692,393,882,16,29
693,565,607,10,20
694,859,823,19,26
695,298,126,10,21
696,897,331,20,26
697,969,955,21,21
698,855,730,16,11
699,366,598,18,10
700,190,794,23,10
701,81,903,17,19
702,13,383,10,24
703,674,941,20,18
704,621,966,23,19
705,609,463,26,11
706,787,441,26,27
707,238,397,29,15
708,790,815,10,26
709,615,906,22,10
710,77,647,11,28
711,370,548,29,15
712,669,514,21,10
713,360,957,28,18
714,615,493,16,29
715,880,901,26,17
716,161,446,12,25
717,88,2,18,11
718,221,237,15,29
719,258,222,25,16
720,131,263,22,10
721,382,591,21,24
722,651,145,20,12
723,470,494,12,25
724,843,164,17,25
725,278,982,23,13
726,237,711,19,20
727,358,621,28,22
728,548,500,19,16
729,6,129,29,17
730,312,300,26,21
731,838,252,19,27
732,470,155,16,28
733,832,942,14,12
734,673,283,26,29
735,296,162,17,22
736,568,640,26,23
737,833,453,13,15
738,724,399,13,24
739,942,102,12,18
740,233,137,19,20
741,581,459,17,19
742,64,398,21,11
743,978,635,13,21
744,352,90,20,21
745,77,534,24,28
746,704,310,27,20
747,729,298,15,25
748,93,275,27,12
749,748,69,11,15
750,362,36,16,29
751,30,955,13,19
752,574,294,22,23
753,202,305,11,13
754,318,504,13,12
755,760,556,21,27
756,930,474,28,11
757,445,743,19,18
758,406,674,27,27
759,380,594,22,20
760,273,162,29,24
761,305,845,26,12
762,177,233,23,10
763,458,197,26,18
764,25,434,21,28
765,322,792,17,22
766,209,734,10,25
767,623,904,18,14
768,795,9,14,27
769,316,625,21,21
770,733,72,29,25
771,113,809,19,15
772,548,504,18,18
773,884,460,12,18
774,583,275,20,25
775,714,134,13,13
776,375,135,11,18
777,33,275,16,17
778,468,204,16,13
779,244,554,21,15
780,850,446,12,16
781,908,346,21,25
782,158,324,16,14
783,689,478,17,12
784,484,724,14,16
785,604,599,24,13
786,657,717,19,11
787,475,724,13,10
788,169,75,29,25
789,439,597,13,13
790,826,466,22,24
791,306,939,11,22
792,858,502,16,28
793,114,609,26,29
794,667,800,29,21
795,842,33,19,18
796,20,859,10,17
797,304,957,22,23
798,755,358,28,23
799,20,951,16,24
800,100,10,15,28
801,779,139,20,12
802,786,25,18,24
803,40,581,20,10
804,804,599,23,15
805,676,980,11,11
806,736,434,22,21
807,435,714,14,25
808,124,30,22,26
809,620,428,11,21
810,364,216,26,23
811,457,12,28,22
812,46,121,18,29
813,530,810,21,14
814,404,800,10,27
815,84,323,19,25
816,693,129,21,11
817,532,21,11,20
818,256,133,20,28
819,476,10,23,16
820,953,255,27,13
821,766,505,14,10
822,127,541,16,20
823,900,854,16,23
824,80,918,15,26
825,169,347,25,26
826,941,810,12,20
827,543,776,27,21
828,82,845,28,28
829,824,939,24,20
830,168,272,16,17
831,554,821,16,17
832,304,78,17,20
833,575,460,13,21
834,682,539,11,24
835,583,73,16,14
836,271,780,22,27
837,628,518,10,20
838,166,262,26,17
839,801,784,24,16
840,716,370,25,25
841,880,866,13,22
842,871,9,24,24
843,817,474,26,13
844,254,220,10,16
845,939,200,11,22
846,141,224,14,14
847,588,507,24,23
848,649,313,24,28
849,85,474,11,28
850,258,612,15,21
851,69,463,26,21
852,697,62,28,23
853,718,214,27,24
854,665,837,17,22
855,494,583,25,19
856,317,194,22,27
857,650,701,18,17
858,472,960,20,26
859,560,652,27,14
860,348,366,11,16
861,909,719,11,15
862,586,701,19,20
863,549,237,18,15
864,618,149,27,17
865,349,263,12,12
866,352,74,16,18
867,91,219,26,19
868,463,256,19,23
869,697,436,25,29
870,299,727,10,11
871,628,286,29,28
872,93,370,24,20
873,116,753,16,15
874,67,261,15,10
875,755,166,19,12
876,114,449,27,14
877,296,178,27,26
878,257,126,12,9
879,597,77,14,18
880,579,652,17,27
881,355,533,27,29
882,445,56,25,22
883,431,350,25,25
884,244,147,20,23
885,161,348,22,26
886,342,526,5,3
887,949,964,24,19
888,803,238,18,18
889,647,422,17,28
890,651,16,14,17
891,495,351,17,15
892,160,851,27,23
893,108,224,25,28
894,312,85,27,24
895,128,833,12,18
896,659,308,25,15
897,586,321,10,28
898,242,124,25,19
899,297,134,19,17
900,487,119,25,26
901,838,535,29,21
902,289,66,10,28
903,903,278,26,13
904,59,247,22,19
905,175,690,11,12
906,521,116,29,27
907,379,92,17,10
908,92,520,16,26
909,513,30,18,12
910,922,760,14,15
911,181,832,22,20
912,944,943,25,25
913,317,807,12,22
914,942,483,17,10
915,711,359,22,29
916,516,543,13,29
917,546,609,24,23
918,409,574,24,12
919,685,940,21,21
920,648,656,10,29
921,794,729,27,23
922,737,578,26,18
923,716,309,21,24
924,160,844,17,21
925,176,968,12,16
926,552,876,12,25
927,9,802,18,26
928,527,746,21,16
929,61,456,17,17
930,939,14,12,29
931,363,401,19,19
932,530,426,23,21
933,33,411,29,21
934,542,68,29,16
935,734,577,12,15
936,299,64,24,19
937,899,356,17,10
938,181,342,21,17
939,370,594,20,16
940,52,721,16,23
941,321,385,26,15
942,848,159,12,27
943,814,291,23,24
944,18,803,25,25
945,834,458,14,17
946,440,543,22,18
947,417,377,20,28
948,181,263,19,20
949,307,69,17,29
950,890,412,13,29
951,947,856,17,19
952,367,841,16,17
953,221,945,24,14
954,217,449,26,19
955,27,695,15,26
956,366,866,16,17
957,506,273,12,20
958,874,65,27,13
959,402,442,24,20
960,344,381,18,15
961,345,427,11,22
962,10,975,19,22
963,354,464,16,27
964,6,335,10,16
965,60,730,21,17
966,376,90,26,17
967,528,109,18,26
968,482,924,29,12
969,494,376,20,22
970,464,823,13,26
971,83,628,28,27
972,854,577,13,19
973,261,614,13,21
974,952,93,15,15
975,250,308,10,19
976,19,209,22,14
977,274,184,14,16
978,330,856,26,24
979,257,930,19,14
980,844,508,26,12
981,250,806,15,20
982,752,483,22,26
983,334,385,25,13
984,650,464,19,20
985,927,815,17,27
986,913,735,21,11
987,269,549,25,12
988,116,544,18,26
989,84,953,26,21
990,752,182,29,19
991,796,769,21,18
992,800,799,11,20
993,79,711,21,23
994,683,293,28,19
995,526,427,16,28
996,671,242,16,14
997,293,393,11,25
998,165,697,9,6
999,854,966,29,11
1000,63,738,26,14
1001,213,956,20,29
1002,580,649,25,10
1003,536,335,15,11
1004,544,187,27,18
1005,850,608,15,22
1006,384,931,19,19
1007,29,649,26,19
1008,366,624,26,10
1009,671,825,23,16
1010,873,250,28,16
1011,780,822,20,28
1012,944,396,12,28
1013,937,20,13,23
1014,685,73,3,7
1015,662,287,25,12
1016,946,406,14,28
1017,186,895,19,13
1018,84,36,19,12
1019,650,150,26,12
1020,98,212,13,19
1021,413,441,14,29
1022,256,977,15,10
1023,975,651,5,11
1024,338,52,29,16
1025,876,271,21,15
1026,88,71,16,14
1027,434,603,10,27
1028,974,470,21,25
1029,84,768,25,21
1030,886,324,21,12
1031,248,710,28,20
1032,437,209,10,27
1033,272,835,18,17
1034,47,589,21,17
1035,71,459,26,22
1036,229,360,23,29
1037,523,395,26,18
1038,451,956,27,19
1039,360,93,13,10
1040,420,947,22,24
1041,439,478,27,21
1042,510,544,13,20
1043,304,520,15,26
1044,181,254,27,11
1045,87,313,26,19
1046,712,386,11,18
1047,142,144,14,22
1048,654,467,20,10
1049,50,73,23,27
1050,510,759,21,29
1051,776,581,11,15
1052,951,378,24,22
1053,18,436,14,26
1054,518,59,26,14
1055,955,88,16,17
1056,35,628,27,22
1057,491,965,29,29
1058,169,983,19,12
1059,23,475,24,15
1060,886,112,28,14
1061,402,315,25,20
1062,213,203,22,17
1063,129,521,16,17
1064,336,523,18,17
1065,102,775,28,12
1066,282,660,15,26
1067,902,345,10,17
1068,233,969,29,20
1069,666,317,3,13
1070,341,205,16,24
1071,337,964,27,12
1072,607,675,14,20
1073,690,445,12,29
1074,926,532,26,20
1075,937,466,29,11
1076,570,714,25,14
1077,678,520,19,27
1078,307,351,27,10
1079,526,34,29,29
1080,74,684,18,16
1081,450,752,23,15
1082,755,795,22,27
1083,260,138,21,29
1084,321,315,19,29
1085,188,214,17,22
1086,784,712,21,18
1087,458,550,14,28
1088,796,582,27,13
1089,321,230,21,29
1090,898,470,22,20
1091,138,370,11,12
1092,345,361,10,10
1093,177,882,19,16
1094,946,702,26,26
1095,619,490,24,19
1096,133,506,20,20
1097,266,869,25,21
1098,387,970,19,21
1099,311,323,17,24
1100,310,488,28,22
1101,770,651,13,16
1102,965,301,28,11
1103,466,826,19,15
1104,88,632,17,10
1105,902,137,25,19
1106,752,329,18,26
1107,182,164,23,17
1108,289,679,14,28
1109,176,502,18,18
1110,214,971,12,27
1111,389,207,28,28
1112,331,19,4,8
1113,312,635,25,29
1114,509,141,14,21
1115,392,798,13,24
1116,876,419,27,12
1117,636,613,28,14
1118,681,326,11,25
1119,787,707,20,27
1120,31,11,25,21
1121,270,551,20,21
1122,353,134,17,27
1123,752,773,17,25
1124,648,692,12,28
1125,495,632,27,27
1126,860,171,14,20
1127,253,507,20,22
1128,316,494,16,10
1129,524,569,29,29
1130,238,309,20,13
1131,783,542,15,29
1132,553,681,23,11
1133,884,495,10,25
1134,910,18,17,12
1135,436,127,14,10
1136,61,738,12,24
1137,966,288,12,27
1138,722,117,7,3
1139,95,933,28,29
1140,336,683,25,24
1141,681,946,25,17
1142,359,61,22,20
1143,37,637,22,18
1144,768,578,20,13
1145,855,666,15,26
1146,255,689,10,27
1147,599,478,20,24
1148,195,715,18,23
1149,478,641,21,14
1150,882,180,27,20
1151,851,302,28,21
1152,363,300,27,26
1153,309,631,4,3
1154,199,224,12,17
1155,228,153,19,13
1156,487,22,14,27
1157,682,302,17,15
1158,187,487,16,21
1159,210,315,19,26
1160,376,789,18,29
1161,67,567,13,17
1162,221,515,14,29
1163,397,514,12,26
1164,384,371,18,23
1165,882,953,27,29
1166,287,88,28,12
1167,884,89,21,21
1168,99,820,17,13
1169,492,656,21,14
1170,147,831,29,21
1171,128,256,10,13
1172,841,476,24,16
1173,328,17,11,14
1174,109,287,20,12
1175,113,311,12,27
1176,856,917,18,13
1177,466,556,24,10
1178,486,585,19,16
1179,711,226,10,13
1180,108,254,26,24
1181,725,313,10,24
1182,365,127,23,25
1183,488,371,22,14
1184,381,502,16,21
1185,322,567,17,24
1186,210,564,12,29
1187,525,797,21,24
1188,58,431,29,25
1189,661,24,20,15
1190,797,234,17,18
1191,851,38,13,21
1192,962,75,11,27
1193,568,200,16,23
1194,863,319,12,18
1195,25,704,27,24
1196,835,510,29,14
1197,427,904,23,25
1198,327,956,18,27
1199,168,609,16,23
1200,591,31,16,26
1201,428,374,13,16
1202,183,332,6,7
1203,139,266,12,12
1204,616,33,19,28
1205,479,470,18,10
1206,483,910,19,25
1207,38,760,28,21
1208,307,727,10,27
1209,607,19,28,29
1210,760,404,12,25
1211,541,23,10,18
1212,457,555,14,23
1213,307,693,12,12
1214,176,965,11,15
1215,880,555,3,12
1216,365,261,21,25
1217,900,338,24,18
1218,796,796,15,12
1219,94,64,12,11
1220,398,1,28,10
1221,511,944,11,29
1222,432,174,17,29
1223,619,427,19,16
1224,978,670,19,12
1225,330,384,26,20
1226,233,701,16,14
1227,264,870,21,12
1228,457,889,23,29
1229,614,202,25,29
1230,744,689,26,27
1231,484,912,16,11
1232,912,679,21,26
1233,509,20,24,14
1234,679,847,21,29
1235,897,950,14,17
1236,449,85,25,28
1237,907,821,25,17
1238,685,967,19,20
1239,104,16,22,28
1240,363,95,5,5
1241,629,755,23,18
1242,570,345,15,28
1243,270,193,23,11
1244,43,348,12,21
1245,903,482,22,29
1246,915,179,27,24
1247,76,26,16,14
1248,874,197,16,23
1249,869,728,26,14
1250,158,377,10,11
1251,379,138,26,17
1252,298,977,21,12
1253,914,737,27,26
1254,153,123,21,27
1255,842,731,20,24
1256,885,852,24,26
1257,707,747,23,18
1258,729,387,19,23
1259,238,452,24,20
